ID,Parameter_ID,Name,Description,Number
1258,210,D,attested absence of feature,4
1259,210,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1260,210,?,no information on feature is available,6
1261,211,A,feature is pervasive or obligatory,1
1262,211,B,feature is neither pervasive nor extremely rare,2
1263,211,C,"feature exists, but is extremely rare",3
1264,211,D,attested absence of feature,4
1265,211,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1266,211,?,no information on feature is available,6
1267,212,A,feature is pervasive or obligatory,1
1268,212,B,feature is neither pervasive nor extremely rare,2
1269,212,C,"feature exists, but is extremely rare",3
1270,212,D,attested absence of feature,4
1271,212,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1272,212,?,no information on feature is available,6
1273,213,A,feature is pervasive or obligatory,1
1274,213,B,feature is neither pervasive nor extremely rare,2
1275,213,C,"feature exists, but is extremely rare",3
1276,213,D,attested absence of feature,4
1277,213,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1278,213,?,no information on feature is available,6
1279,214,A,feature is pervasive or obligatory,1
1280,214,B,feature is neither pervasive nor extremely rare,2
1281,214,C,"feature exists, but is extremely rare",3
1282,214,D,attested absence of feature,4
1283,214,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1284,214,?,no information on feature is available,6
1285,215,A,feature is pervasive or obligatory,1
1286,215,B,feature is neither pervasive nor extremely rare,2
1287,215,C,"feature exists, but is extremely rare",3
1288,215,D,attested absence of feature,4
1289,215,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1290,215,?,no information on feature is available,6
1291,216,A,feature is pervasive or obligatory,1
1292,216,B,feature is neither pervasive nor extremely rare,2
1293,216,C,"feature exists, but is extremely rare",3
1294,216,D,attested absence of feature,4
1295,216,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1296,216,?,no information on feature is available,6
1297,217,A,feature is pervasive or obligatory,1
1298,217,B,feature is neither pervasive nor extremely rare,2
1299,217,C,"feature exists, but is extremely rare",3
1300,217,D,attested absence of feature,4
1301,217,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1302,217,?,no information on feature is available,6
1303,218,A,feature is pervasive or obligatory,1
1304,218,B,feature is neither pervasive nor extremely rare,2
1305,218,C,"feature exists, but is extremely rare",3
1306,218,D,attested absence of feature,4
1307,218,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1308,218,?,no information on feature is available,6
1309,219,A,feature is pervasive or obligatory,1
1310,219,B,feature is neither pervasive nor extremely rare,2
1311,219,C,"feature exists, but is extremely rare",3
1312,219,D,attested absence of feature,4
1313,219,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1314,219,?,no information on feature is available,6
1315,220,A,feature is pervasive or obligatory,1
1316,220,B,feature is neither pervasive nor extremely rare,2
1317,220,C,"feature exists, but is extremely rare",3
1318,220,D,attested absence of feature,4
1319,220,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1320,220,?,no information on feature is available,6
1321,221,A,feature is pervasive or obligatory,1
1322,221,B,feature is neither pervasive nor extremely rare,2
1323,221,C,"feature exists, but is extremely rare",3
1324,221,D,attested absence of feature,4
1325,221,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1326,221,?,no information on feature is available,6
1327,222,A,feature is pervasive or obligatory,1
1328,222,B,feature is neither pervasive nor extremely rare,2
1329,222,C,"feature exists, but is extremely rare",3
1330,222,D,attested absence of feature,4
1331,222,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1332,222,?,no information on feature is available,6
1333,223,A,feature is pervasive or obligatory,1
1334,223,B,feature is neither pervasive nor extremely rare,2
1335,223,C,"feature exists, but is extremely rare",3
1336,223,D,attested absence of feature,4
1337,223,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1338,223,?,no information on feature is available,6
1339,224,A,feature is pervasive or obligatory,1
1340,224,B,feature is neither pervasive nor extremely rare,2
1341,224,C,"feature exists, but is extremely rare",3
1342,224,D,attested absence of feature,4
1343,224,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1344,224,?,no information on feature is available,6
1345,225,A,feature is pervasive or obligatory,1
1346,225,B,feature is neither pervasive nor extremely rare,2
1347,225,C,"feature exists, but is extremely rare",3
1348,225,D,attested absence of feature,4
1349,225,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1350,225,?,no information on feature is available,6
1351,226,A,feature is pervasive or obligatory,1
1352,226,B,feature is neither pervasive nor extremely rare,2
1353,226,C,"feature exists, but is extremely rare",3
1354,226,D,attested absence of feature,4
1355,226,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1356,226,?,no information on feature is available,6
1357,227,A,feature is pervasive or obligatory,1
1358,227,B,feature is neither pervasive nor extremely rare,2
1359,227,C,"feature exists, but is extremely rare",3
1360,227,D,attested absence of feature,4
1361,227,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1362,227,?,no information on feature is available,6
1363,228,A,feature is pervasive or obligatory,1
1364,228,B,feature is neither pervasive nor extremely rare,2
1365,228,C,"feature exists, but is extremely rare",3
1366,228,D,attested absence of feature,4
1367,228,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1368,228,?,no information on feature is available,6
1369,229,A,feature is pervasive or obligatory,1
1370,229,B,feature is neither pervasive nor extremely rare,2
1371,229,C,"feature exists, but is extremely rare",3
1372,229,D,attested absence of feature,4
1373,229,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1374,229,?,no information on feature is available,6
1375,230,A,feature is pervasive or obligatory,1
1376,230,B,feature is neither pervasive nor extremely rare,2
1377,230,C,"feature exists, but is extremely rare",3
1378,230,D,attested absence of feature,4
1379,230,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1380,230,?,no information on feature is available,6
1381,231,A,feature is pervasive or obligatory,1
1382,231,B,feature is neither pervasive nor extremely rare,2
1383,231,C,"feature exists, but is extremely rare",3
1384,231,D,attested absence of feature,4
1385,231,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1386,231,?,no information on feature is available,6
1387,232,A,feature is pervasive or obligatory,1
1388,232,B,feature is neither pervasive nor extremely rare,2
1389,232,C,"feature exists, but is extremely rare",3
1390,232,D,attested absence of feature,4
1391,232,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1392,232,?,no information on feature is available,6
1393,233,A,feature is pervasive or obligatory,1
1394,233,B,feature is neither pervasive nor extremely rare,2
1395,233,C,"feature exists, but is extremely rare",3
1396,233,D,attested absence of feature,4
1397,233,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1398,233,?,no information on feature is available,6
1399,234,A,feature is pervasive or obligatory,1
1400,234,B,feature is neither pervasive nor extremely rare,2
1401,234,C,"feature exists, but is extremely rare",3
1402,234,D,attested absence of feature,4
1403,234,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1404,234,?,no information on feature is available,6
1405,235,A,feature is pervasive or obligatory,1
1406,235,B,feature is neither pervasive nor extremely rare,2
1407,235,C,"feature exists, but is extremely rare",3
1408,235,D,attested absence of feature,4
1409,235,X,feature is not applicable (given the structural make-up of the variety/P/C),5
1410,235,?,no information on feature is available,6
